"","Province.State","Country.Region","Lat","Long","date","cases","type"
"196","","Algeria",28.0339,1.6596,2020-03-21,49,"confirmed"
"197","","Algeria",28.0339,1.6596,2020-03-22,62,"confirmed"
"198","","Algeria",28.0339,1.6596,2020-03-23,29,"confirmed"
"199","","Algeria",28.0339,1.6596,2020-03-24,34,"confirmed"
"200","","Algeria",28.0339,1.6596,2020-03-25,38,"confirmed"
"201","","Algeria",28.0339,1.6596,2020-03-26,65,"confirmed"
"202","","Algeria",28.0339,1.6596,2020-03-27,42,"confirmed"
"203","","Algeria",28.0339,1.6596,2020-03-28,45,"confirmed"
"204","","Algeria",28.0339,1.6596,2020-03-29,57,"confirmed"
"205","","Andorra",42.5063,1.5218,2020-01-22,0,"confirmed"
"206","","Andorra",42.5063,1.5218,2020-01-23,0,"confirmed"
"207","","Andorra",42.5063,1.5218,2020-01-24,0,"confirmed"
"208","","Andorra",42.5063,1.5218,2020-01-25,0,"confirmed"
"209","","Andorra",42.5063,1.5218,2020-01-26,0,"confirmed"
"210","","Andorra",42.5063,1.5218,2020-01-27,0,"confirmed"
"211","","Andorra",42.5063,1.5218,2020-01-28,0,"confirmed"
"212","","Andorra",42.5063,1.5218,2020-01-29,0,"confirmed"
"213","","Andorra",42.5063,1.5218,2020-01-30,0,"confirmed"
"214","","Andorra",42.5063,1.5218,2020-01-31,0,"confirmed"
"215","","Andorra",42.5063,1.5218,2020-02-01,0,"confirmed"
"216","","Andorra",42.5063,1.5218,2020-02-02,0,"confirmed"
"217","","Andorra",42.5063,1.5218,2020-02-03,0,"confirmed"
"218","","Andorra",42.5063,1.5218,2020-02-04,0,"confirmed"
"219","","Andorra",42.5063,1.5218,2020-02-05,0,"confirmed"
"220","","Andorra",42.5063,1.5218,2020-02-06,0,"confirmed"
"221","","Andorra",42.5063,1.5218,2020-02-07,0,"confirmed"
"222","","Andorra",42.5063,1.5218,2020-02-08,0,"confirmed"
"223","","Andorra",42.5063,1.5218,2020-02-09,0,"confirmed"
"224","","Andorra",42.5063,1.5218,2020-02-10,0,"confirmed"
"225","","Andorra",42.5063,1.5218,2020-02-11,0,"confirmed"
"226","","Andorra",42.5063,1.5218,2020-02-12,0,"confirmed"
"227","","Andorra",42.5063,1.5218,2020-02-13,0,"confirmed"
"228","","Andorra",42.5063,1.5218,2020-02-14,0,"confirmed"
"229","","Andorra",42.5063,1.5218,2020-02-15,0,"confirmed"
"230","","Andorra",42.5063,1.5218,2020-02-16,0,"confirmed"
"231","","Andorra",42.5063,1.5218,2020-02-17,0,"confirmed"
"232","","Andorra",42.5063,1.5218,2020-02-18,0,"confirmed"
"233","","Andorra",42.5063,1.5218,2020-02-19,0,"confirmed"
"234","","Andorra",42.5063,1.5218,2020-02-20,0,"confirmed"
"235","","Andorra",42.5063,1.5218,2020-02-21,0,"confirmed"
"236","","Andorra",42.5063,1.5218,2020-02-22,0,"confirmed"
"237","","Andorra",42.5063,1.5218,2020-02-23,0,"confirmed"
"238","","Andorra",42.5063,1.5218,2020-02-24,0,"confirmed"
"239","","Andorra",42.5063,1.5218,2020-02-25,0,"confirmed"
"240","","Andorra",42.5063,1.5218,2020-02-26,0,"confirmed"
"241","","Andorra",42.5063,1.5218,2020-02-27,0,"confirmed"
"242","","Andorra",42.5063,1.5218,2020-02-28,0,"confirmed"
"243","","Andorra",42.5063,1.5218,2020-02-29,0,"confirmed"
"244","","Andorra",42.5063,1.5218,2020-03-01,0,"confirmed"
"245","","Andorra",42.5063,1.5218,2020-03-02,1,"confirmed"
"246","","Andorra",42.5063,1.5218,2020-03-03,0,"confirmed"
"247","","Andorra",42.5063,1.5218,2020-03-04,0,"confirmed"
"248","","Andorra",42.5063,1.5218,2020-03-05,0,"confirmed"
"249","","Andorra",42.5063,1.5218,2020-03-06,0,"confirmed"
"250","","Andorra",42.5063,1.5218,2020-03-07,0,"confirmed"
"251","","Andorra",42.5063,1.5218,2020-03-08,0,"confirmed"
"252","","Andorra",42.5063,1.5218,2020-03-09,0,"confirmed"
"253","","Andorra",42.5063,1.5218,2020-03-10,0,"confirmed"
"254","","Andorra",42.5063,1.5218,2020-03-11,0,"confirmed"
"255","","Andorra",42.5063,1.5218,2020-03-12,0,"confirmed"
"256","","Andorra",42.5063,1.5218,2020-03-13,0,"confirmed"
"257","","Andorra",42.5063,1.5218,2020-03-14,0,"confirmed"
"258","","Andorra",42.5063,1.5218,2020-03-15,0,"confirmed"
"259","","Andorra",42.5063,1.5218,2020-03-16,1,"confirmed"
"260","","Andorra",42.5063,1.5218,2020-03-17,37,"confirmed"
"261","","Andorra",42.5063,1.5218,2020-03-18,0,"confirmed"
"262","","Andorra",42.5063,1.5218,2020-03-19,14,"confirmed"
"263","","Andorra",42.5063,1.5218,2020-03-20,22,"confirmed"
"264","","Andorra",42.5063,1.5218,2020-03-21,13,"confirmed"
"265","","Andorra",42.5063,1.5218,2020-03-22,25,"confirmed"
"266","","Andorra",42.5063,1.5218,2020-03-23,20,"confirmed"
"267","","Andorra",42.5063,1.5218,2020-03-24,31,"confirmed"
"268","","Andorra",42.5063,1.5218,2020-03-25,24,"confirmed"
"269","","Andorra",42.5063,1.5218,2020-03-26,36,"confirmed"
"270","","Andorra",42.5063,1.5218,2020-03-27,43,"confirmed"
"271","","Andorra",42.5063,1.5218,2020-03-28,41,"confirmed"
"272","","Andorra",42.5063,1.5218,2020-03-29,26,"confirmed"
"273","","Angola",-11.2027,17.8739,2020-01-22,0,"confirmed"
"274","","Angola",-11.2027,17.8739,2020-01-23,0,"confirmed"
"275","","Angola",-11.2027,17.8739,2020-01-24,0,"confirmed"
"276","","Angola",-11.2027,17.8739,2020-01-25,0,"confirmed"
"277","","Angola",-11.2027,17.8739,2020-01-26,0,"confirmed"
"278","","Angola",-11.2027,17.8739,2020-01-27,0,"confirmed"
"279","","Angola",-11.2027,17.8739,2020-01-28,0,"confirmed"
"280","","Angola",-11.2027,17.8739,2020-01-29,0,"confirmed"
"281","","Angola",-11.2027,17.8739,2020-01-30,0,"confirmed"
"282","","Angola",-11.2027,17.8739,2020-01-31,0,"confirmed"
"283","","Angola",-11.2027,17.8739,2020-02-01,0,"confirmed"
"284","","Angola",-11.2027,17.8739,2020-02-02,0,"confirmed"
"285","","Angola",-11.2027,17.8739,2020-02-03,0,"confirmed"
"286","","Angola",-11.2027,17.8739,2020-02-04,0,"confirmed"
"287","","Angola",-11.2027,17.8739,2020-02-05,0,"confirmed"
"288","","Angola",-11.2027,17.8739,2020-02-06,0,"confirmed"
"289","","Angola",-11.2027,17.8739,2020-02-07,0,"confirmed"
"290","","Angola",-11.2027,17.8739,2020-02-08,0,"confirmed"
"291","","Angola",-11.2027,17.8739,2020-02-09,0,"confirmed"
"292","","Angola",-11.2027,17.8739,2020-02-10,0,"confirmed"
"293","","Angola",-11.2027,17.8739,2020-02-11,0,"confirmed"
"294","","Angola",-11.2027,17.8739,2020-02-12,0,"confirmed"
"295","","Angola",-11.2027,17.8739,2020-02-13,0,"confirmed"
"296","","Angola",-11.2027,17.8739,2020-02-14,0,"confirmed"
"297","","Angola",-11.2027,17.8739,2020-02-15,0,"confirmed"
"298","","Angola",-11.2027,17.8739,2020-02-16,0,"confirmed"
"299","","Angola",-11.2027,17.8739,2020-02-17,0,"confirmed"
"300","","Angola",-11.2027,17.8739,2020-02-18,0,"confirmed"
"301","","Angola",-11.2027,17.8739,2020-02-19,0,"confirmed"
"302","","Angola",-11.2027,17.8739,2020-02-20,0,"confirmed"
"303","","Angola",-11.2027,17.8739,2020-02-21,0,"confirmed"
"304","","Angola",-11.2027,17.8739,2020-02-22,0,"confirmed"
"305","","Angola",-11.2027,17.8739,2020-02-23,0,"confirmed"
"306","","Angola",-11.2027,17.8739,2020-02-24,0,"confirmed"
"307","","Angola",-11.2027,17.8739,2020-02-25,0,"confirmed"
"308","","Angola",-11.2027,17.8739,2020-02-26,0,"confirmed"
"309","","Angola",-11.2027,17.8739,2020-02-27,0,"confirmed"
"310","","Angola",-11.2027,17.8739,2020-02-28,0,"confirmed"
"311","","Angola",-11.2027,17.8739,2020-02-29,0,"confirmed"
"312","","Angola",-11.2027,17.8739,2020-03-01,0,"confirmed"
"313","","Angola",-11.2027,17.8739,2020-03-02,0,"confirmed"
"314","","Angola",-11.2027,17.8739,2020-03-03,0,"confirmed"
"315","","Angola",-11.2027,17.8739,2020-03-04,0,"confirmed"
"316","","Angola",-11.2027,17.8739,2020-03-05,0,"confirmed"
"317","","Angola",-11.2027,17.8739,2020-03-06,0,"confirmed"
"318","","Angola",-11.2027,17.8739,2020-03-07,0,"confirmed"
"319","","Angola",-11.2027,17.8739,2020-03-08,0,"confirmed"
"320","","Angola",-11.2027,17.8739,2020-03-09,0,"confirmed"
"321","","Angola",-11.2027,17.8739,2020-03-10,0,"confirmed"
"322","","Angola",-11.2027,17.8739,2020-03-11,0,"confirmed"
"323","","Angola",-11.2027,17.8739,2020-03-12,0,"confirmed"
"324","","Angola",-11.2027,17.8739,2020-03-13,0,"confirmed"
"325","","Angola",-11.2027,17.8739,2020-03-14,0,"confirmed"
"326","","Angola",-11.2027,17.8739,2020-03-15,0,"confirmed"
"327","","Angola",-11.2027,17.8739,2020-03-16,0,"confirmed"
"328","","Angola",-11.2027,17.8739,2020-03-17,0,"confirmed"
"329","","Angola",-11.2027,17.8739,2020-03-18,0,"confirmed"
"330","","Angola",-11.2027,17.8739,2020-03-19,0,"confirmed"
"331","","Angola",-11.2027,17.8739,2020-03-20,1,"confirmed"
"332","","Angola",-11.2027,17.8739,2020-03-21,1,"confirmed"
"333","","Angola",-11.2027,17.8739,2020-03-22,0,"confirmed"
"334","","Angola",-11.2027,17.8739,2020-03-23,1,"confirmed"
"335","","Angola",-11.2027,17.8739,2020-03-24,0,"confirmed"
"336","","Angola",-11.2027,17.8739,2020-03-25,0,"confirmed"
"337","","Angola",-11.2027,17.8739,2020-03-26,1,"confirmed"
"338","","Angola",-11.2027,17.8739,2020-03-27,0,"confirmed"
"339","","Angola",-11.2027,17.8739,2020-03-28,1,"confirmed"
"340","","Angola",-11.2027,17.8739,2020-03-29,2,"confirmed"
"341","","Antigua and Barbuda",17.0608,-61.7964,2020-01-22,0,"confirmed"
"342","","Antigua and Barbuda",17.0608,-61.7964,2020-01-23,0,"confirmed"
"343","","Antigua and Barbuda",17.0608,-61.7964,2020-01-24,0,"confirmed"
"344","","Antigua and Barbuda",17.0608,-61.7964,2020-01-25,0,"confirmed"
"345","","Antigua and Barbuda",17.0608,-61.7964,2020-01-26,0,"confirmed"
"346","","Antigua and Barbuda",17.0608,-61.7964,2020-01-27,0,"confirmed"
"347","","Antigua and Barbuda",17.0608,-61.7964,2020-01-28,0,"confirmed"
"348","","Antigua and Barbuda",17.0608,-61.7964,2020-01-29,0,"confirmed"
"349","","Antigua and Barbuda",17.0608,-61.7964,2020-01-30,0,"confirmed"
"350","","Antigua and Barbuda",17.0608,-61.7964,2020-01-31,0,"confirmed"
"351","","Antigua and Barbuda",17.0608,-61.7964,2020-02-01,0,"confirmed"
"352","","Antigua and Barbuda",17.0608,-61.7964,2020-02-02,0,"confirmed"
"353","","Antigua and Barbuda",17.0608,-61.7964,2020-02-03,0,"confirmed"
"354","","Antigua and Barbuda",17.0608,-61.7964,2020-02-04,0,"confirmed"
"355","","Antigua and Barbuda",17.0608,-61.7964,2020-02-05,0,"confirmed"
"356","","Antigua and Barbuda",17.0608,-61.7964,2020-02-06,0,"confirmed"
"357","","Antigua and Barbuda",17.0608,-61.7964,2020-02-07,0,"confirmed"
"358","","Antigua and Barbuda",17.0608,-61.7964,2020-02-08,0,"confirmed"
"359","","Antigua and Barbuda",17.0608,-61.7964,2020-02-09,0,"confirmed"
"360","","Antigua and Barbuda",17.0608,-61.7964,2020-02-10,0,"confirmed"
"361","","Antigua and Barbuda",17.0608,-61.7964,2020-02-11,0,"confirmed"
"362","","Antigua and Barbuda",17.0608,-61.7964,2020-02-12,0,"confirmed"
"363","","Antigua and Barbuda",17.0608,-61.7964,2020-02-13,0,"confirmed"
"364","","Antigua and Barbuda",17.0608,-61.7964,2020-02-14,0,"confirmed"
"365","","Antigua and Barbuda",17.0608,-61.7964,2020-02-15,0,"confirmed"
"366","","Antigua and Barbuda",17.0608,-61.7964,2020-02-16,0,"confirmed"
"367","","Antigua and Barbuda",17.0608,-61.7964,2020-02-17,0,"confirmed"
"368","","Antigua and Barbuda",17.0608,-61.7964,2020-02-18,0,"confirmed"
"369","","Antigua and Barbuda",17.0608,-61.7964,2020-02-19,0,"confirmed"
"370","","Antigua and Barbuda",17.0608,-61.7964,2020-02-20,0,"confirmed"
"371","","Antigua and Barbuda",17.0608,-61.7964,2020-02-21,0,"confirmed"
"372","","Antigua and Barbuda",17.0608,-61.7964,2020-02-22,0,"confirmed"
"373","","Antigua and Barbuda",17.0608,-61.7964,2020-02-23,0,"confirmed"
"374","","Antigua and Barbuda",17.0608,-61.7964,2020-02-24,0,"confirmed"
"375","","Antigua and Barbuda",17.0608,-61.7964,2020-02-25,0,"confirmed"
"376","","Antigua and Barbuda",17.0608,-61.7964,2020-02-26,0,"confirmed"
"377","","Antigua and Barbuda",17.0608,-61.7964,2020-02-27,0,"confirmed"
"378","","Antigua and Barbuda",17.0608,-61.7964,2020-02-28,0,"confirmed"
"379","","Antigua and Barbuda",17.0608,-61.7964,2020-02-29,0,"confirmed"
"380","","Antigua and Barbuda",17.0608,-61.7964,2020-03-01,0,"confirmed"
"381","","Antigua and Barbuda",17.0608,-61.7964,2020-03-02,0,"confirmed"
"382","","Antigua and Barbuda",17.0608,-61.7964,2020-03-03,0,"confirmed"
"383","","Antigua and Barbuda",17.0608,-61.7964,2020-03-04,0,"confirmed"
"384","","Antigua and Barbuda",17.0608,-61.7964,2020-03-05,0,"confirmed"
"385","","Antigua and Barbuda",17.0608,-61.7964,2020-03-06,0,"confirmed"
"386","","Antigua and Barbuda",17.0608,-61.7964,2020-03-07,0,"confirmed"
"387","","Antigua and Barbuda",17.0608,-61.7964,2020-03-08,0,"confirmed"
"388","","Antigua and Barbuda",17.0608,-61.7964,2020-03-09,0,"confirmed"
"389","","Antigua and Barbuda",17.0608,-61.7964,2020-03-10,0,"confirmed"
"390","","Antigua and Barbuda",17.0608,-61.7964,2020-03-11,0,"confirmed"
"391","","Antigua and Barbuda",17.0608,-61.7964,2020-03-12,0,"confirmed"
"392","","Antigua and Barbuda",17.0608,-61.7964,2020-03-13,1,"confirmed"
"393","","Antigua and Barbuda",17.0608,-61.7964,2020-03-14,0,"confirmed"
"394","","Antigua and Barbuda",17.0608,-61.7964,2020-03-15,0,"confirmed"
"395","","Antigua and Barbuda",17.0608,-61.7964,2020-03-16,0,"confirmed"
"396","","Antigua and Barbuda",17.0608,-61.7964,2020-03-17,0,"confirmed"
